Na,,O2,,O,,SiO,,Mg,,Fe,,SiO2,,NaO,,MgO,,FeO,,K,,AlO,,Na2,,TiO2,,Al,,Si,,Ca,,TiO,,CaO,
2871.28395489136,-0.434295569932875,2858.0770488335,-0.711276387280665,2858.0770488335,-0.983503242993759,2402.43878983709,-1.85038189186782,2530.5457785984,-2.06065086601294,2733.93213188955,-1.82170174174272,2530.5457785984,-2.73971675425314,2855.43566762192,-2.32503785517057,2642.80448009027,-2.76751491939076,2805.24942460203,-2.21734252653911,2858.0770488335,-3.84486829639587,3721.80870501798,-3.38850741313555,3721.80870501798,-4.72962501113388,3838.02947832721,-4.32766504449501,,,,,,,,,,
2900.33914821867,-0.448057037822784,2887.1322421608,-0.716530765929539,2887.1322421608,-0.971243026146386,2423.56983952968,-1.79189565333571,2554.31820950256,-2.01861583682195,2762.98732521686,-1.7989327675976,2559.60097192571,-2.68191858911553,2884.49086094923,-2.30798197527066,2670.53898281179,-2.70668923131736,2834.30461792934,-2.20171931301975,2887.1322421608,-3.84613877260177,3750.86389834529,-3.36573843899042,3750.86389834529,-4.73788189186782,3867.08467165452,-4.32053410204297,,,,,,,,,,
2929.39434154598,-0.463569965262316,2916.18743548811,-0.716780974436628,2914.20639957943,-0.958982809299014,2446.02157982805,-1.72993082153143,2591.29754646459,-1.94605536976607,2792.04251854416,-1.77916629553755,2588.65616525301,-2.62562167502045,2913.54605427654,-2.28700616209301,2699.5941761391,-2.64713960663012,2863.35981125664,-2.18974363749727,2916.18743548811,-3.84814044065848,3779.9190916726,-3.34171842230986,3779.9190916726,-4.74638898110886,3896.13986498182,-4.3127776383232,,,,,,,,,,
2958.44953487328,-0.481835186279831,2945.24262881542,-0.717156287197262,2945.24262881542,-0.945721758423284,2468.47332012643,-1.66976262581277,2620.35273979189,-1.89951658744747,2821.09771187147,-1.76015044899876,2617.71135858032,-2.57057580346081,2942.60124760384,-2.28058414374438,2728.6493694664,-2.58884102447833,2892.41500458395,-2.18289894838394,2945.24262881542,-3.85339481930735,3808.9742849999,-3.32095111622145,3808.9742849999,-4.75589690437825,3925.19505830913,-4.3057718001247,,,,,,,,,,
2987.50472820059,-0.4988493647619,2974.29782214272,-0.718407329732708,2974.29782214272,-0.935713418139714,2490.9250604248,-1.61005314569045,2649.4079331192,-1.85297780512887,2850.15290519878,-1.74488773006632,2646.76655190763,-2.51728139145081,2971.65644093115,-2.26957496943246,2757.70456279371,-2.5337951529187,2921.47019791126,-2.1709928176393,2974.29782214272,-3.86040065750585,3838.02947832721,-3.29542984849835,3838.02947832721,-4.76740649570435,3954.25025163644,-4.29926637894038,,,,,,,,,,
3016.5599215279,-0.51861583682195,3003.35301547003,-0.712877721726036,3003.35301547003,-0.925204660841966,2514.69749132896,-1.55011430776996,2678.46312644651,-1.8081904823599,2879.20809852608,-1.7291245941197,2675.82174523493,-2.46573843899042,3000.71163425846,-2.25856579512053,2786.75975612102,-2.4802505324016,2950.52539123856,-2.16248572839826,3003.35301547003,-3.86940816376107,3867.08467165452,-3.2779152530021,3867.08467165452,-4.77591358494539,3983.30544496374,-4.29326137477024,,,,,,,,,,
3045.6151148552,-0.53813210037491,3032.40820879734,-0.716780974436629,3032.40820879734,-0.91419548653004,2539.79061283891,-1.48797363498709,2707.51831977382,-1.76590524466182,2908.26329185339,-1.71711458577941,2703.82038607761,-2.41934978177608,3029.76682758576,-2.25030891438659,2815.81494944832,-2.4289577884483,2979.58058456587,-2.15497947318559,3032.40820879734,-3.8779152530021,3896.13986498182,-3.25564669587116,3896.13986498182,-4.78542150821478,4012.36063829105,-4.28673457654842,,,,,,,,,,
3074.67030818251,-0.560650866012942,3061.46340212464,-0.716780974436629,3061.46340212464,-0.90418714624647,2566.20442495464,-1.4260470294825,2736.57351310112,-1.72637230054172,2937.3184851807,-1.70735645400293,2733.93213188955,-2.36690607869017,3058.82202091307,-2.24355328469518,2843.54945216984,-2.38123051572103,3008.63577789318,-2.14722300946582,3061.46340212464,-3.88767338477858,3925.19505830913,-3.23713126634656,3925.19505830913,-4.79467922297708,4041.41583161836,-4.28252184263586,,,,,,,,,,
3103.72550150982,-0.58116796359426,3090.51859545195,-0.716780974436629,3090.51859545195,-0.896680891033793,2592.61823707037,-1.36384519462011,2765.62870642843,-1.68909123298542,2966.373678508,-1.69834894774772,2762.98732521686,-2.32336979845664,3087.87721424038,-2.23679765500377,2871.28395489136,-2.33671931880358,3037.69097122048,-2.14221883932403,3090.51859545195,-3.89843235058342,3954.25025163644,-3.21636396025815,3954.25025163644,-4.80543818878192,4070.47102494567,-4.27490627302688,,,,,,,,,,
3132.78069483712,-0.60418714624647,3119.57378877926,-0.716780974436629,3119.57378877926,-0.888424010299848,2620.35273979189,-1.30251908953254,2794.68389975574,-1.6545624590071,2995.42887183531,-1.69084269253504,2792.04251854416,-2.27983351822312,3116.93240756769,-2.23079265083363,2900.33914821867,-2.29459582014138,3066.74616454779,-2.13746487768934,3119.57378877926,-3.91144319295206,3983.30544496374,-3.19759832222645,3982.3149270094,-4.8163222588403,4099.52621827297,-4.26795695441995,,,,,,,,,,
3161.83588816443,-0.626956120391591,3148.62898210656,-0.716780974436629,3148.62898210656,-0.88116796359426,2648.08724251341,-1.24329473590452,2823.73909308304,-1.62328639562095,3024.48406516262,-1.68583852239326,2821.09771187147,-2.23994752908978,3145.98760089499,-2.2245374381564,2930.4949170508,-2.24346471304296,3095.8013578751,-2.13321133306882,3148.62898210656,-3.92395361830652,4012.36063829105,-3.17783185016641,4012.36063829105,-4.82520466084197,4128.58141160028,-4.26423718794789,,,,,,,,,,
3190.89108149174,-0.651226345579248,3177.68417543387,-0.716780974436629,3177.68417543387,-0.872410665846137,2675.82174523493,-1.18642234224313,2852.79428641035,-1.59251074924897,3053.53925848992,-1.68283602030819,2850.15290519878,-2.19801533640493,3175.0427942223,-2.21953326801461,2956.54187066493,-2.20792212226478,3124.85655120241,-2.1314598735192,3177.68417543387,-3.93646404366098,4041.41583161836,-3.16031725467016,4041.41583161836,-4.83421216709718,4157.63660492759,-4.25898280929902,,,,,,,,,,
3219.94627481905,-0.675496570766904,3206.73936876118,-0.716780974436629,3206.73936876118,-0.865404827647638,2698.71371573524,-1.14109290104213,2881.84947973766,-1.56498781346916,3082.59445181723,-1.68158497777274,2879.20809852608,-2.15961875302928,3204.09798754961,-2.21678097443663,2987.50472820059,-2.1709928176393,3153.91174452971,-2.13045903949084,3206.73936876118,-3.95147655408634,4070.47102494567,-3.14105119962429,4070.47102494567,-4.84447071588784,4188.09017654337,-4.2573161338999,,,,,,,,,,
3249.00146814635,-0.700767629982918,3235.79456208849,-0.716780974436629,3235.79456208849,-0.859650031984586,2732.83155638473,-1.06928097443663,2910.90467306496,-1.54021717126732,3111.64964514454,-1.68008372673021,2910.31769946239,-2.11740268994389,3233.15318087691,-2.21252742981611,3019.20130273947,-2.12645570337741,3182.96693785702,-2.12945820546248,3235.79456208849,-3.96698948152587,4099.52621827297,-3.12403702114222,4099.52621827297,-4.85598030721395,,,,,,,,,,,,
3278.05666147366,-0.725788480691842,3264.55626861451,-0.716169353641522,3264.84975541579,-0.854645861842801,2762.98732521686,-1.02391191688867,2939.95986639227,-1.51669757160093,3140.70483847185,-1.68183518627983,2937.3184851807,-2.08792359328567,3262.20837420422,-2.21127638728067,3048.25649606678,-2.09217713790619,3212.02213118433,-2.12920799695539,3264.84975541579,-3.98300282597958,4128.58141160028,-3.1057718001247,4128.58141160028,-4.86448739645498,,,,,,,,,,,,
3307.11185480097,-0.751559956922034,3293.9049487431,-0.71653076592954,3293.9049487431,-0.849891900208105,2793.92921940957,-0.969541157159401,2969.01505971958,-1.49718130804797,3227.87041845377,-1.69134310954922,2966.373678508,-2.05564669587116,3291.26356753153,-2.20902451071686,3077.31168939408,-2.05814878094205,3241.07732451163,-2.13020883098375,3293.9049487431,-3.99951658744747,4157.63660492759,-3.08825720462846,4157.63660492759,-4.87449573673855,,,,,,,,,,,,
3336.16704812827,-0.777331433152226,3322.96014207041,-0.716780974436629,3322.96014207041,-0.844887730066321,2822.1542643561,-0.925199964371606,2998.07025304688,-1.47766504449501,3256.92561178107,-1.69759832222645,2995.42887183531,-2.02412042397791,3320.31876085883,-2.20677263415306,3106.36688272139,-2.02612209203463,3270.13251783894,-2.1314598735192,3322.96014207041,-4.01527972339409,4186.69179825489,-3.07174344316057,4186.69179825489,-4.88475428552921,,,,,,,,,,,,
3365.22224145558,-0.804103743410774,3352.01533539771,-0.716780974436629,3352.01533539771,-0.840133768431625,2850.15290519878,-0.881418172101349,3027.12544637419,-1.46115128302712,3285.98080510838,-1.70385353490369,3024.48406516262,-1.99334477760594,3349.37395418614,-2.2057718001247,3135.4220760487,-1.99509623715556,3299.18771116625,-2.13296112456173,3352.01533539771,-4.03404536142579,4203.86077613012,-3.06448739645498,4202.54008552433,-4.88925803865681,,,,,,,,,,,,
3394.27743478289,-0.830876053669323,3381.07052872502,-0.713027846830291,3378.42914751345,-0.835435408687394,2879.20809852608,-0.839383142910356,3056.1806397015,-1.44613877260177,3315.03599843569,-1.71135979011636,3053.53925848992,-1.96532142481194,3378.42914751345,-2.2057718001247,3164.47726937601,-1.9663222588403,3328.24290449355,-2.13396195859009,3381.07052872502,-4.05080933140077,,,,,,,,,,,,,,,,
3423.33262811019,-0.856897738406604,3410.12572205233,-0.711276387280666,3418.04986568705,-0.829875219640966,2908.26329185339,-0.799850198790256,3085.2358330288,-1.43312793023313,3344.09119176299,-1.71551875754067,3082.59445181723,-1.9382989060463,3407.48434084075,-2.2057718001247,3193.53246270331,-1.93804869753921,3357.29809782086,-2.13871592022479,3410.12572205233,-4.06882434391119,,,,,,,,,,,,,,,,
3452.3878214375,-0.884170465679332,3439.18091537963,-0.711276387280666,3447.10505901435,-0.82537146651336,2928.07365094019,-0.776643359757729,3114.29102635611,-1.42236896442829,3373.1463850903,-1.72435022713103,3111.64964514454,-1.91252742981611,3436.53953416806,-2.2057718001247,3222.58765603062,-1.91177680429484,3386.35329114817,-2.14370065669612,3439.18091537963,-4.08708956492871,,,,,,,,,,,,,,,,
3481.44301476481,-0.910692567430791,3468.23610870694,-0.711276387280666,3476.16025234166,-0.823870215470825,2966.373678508,-0.724612500708522,3143.34621968342,-1.41236062414472,3402.20157841761,-1.73606095694633,3140.70483847185,-1.88850741313554,3465.59472749537,-2.20627221713888,3251.64284935793,-1.88575511955756,3415.40848447547,-2.14301116626315,3468.23610870694,-4.10510457743913,,,,,,,,,,,,,,,,
3510.49820809211,-0.937965294703518,3497.29130203425,-0.711276387280666,3505.21544566897,-0.81886604532904,2995.42887183531,-0.692261431451779,3172.40141301073,-1.4036033263966,3431.25677174491,-1.74309740317579,3169.76003179915,-1.86573843899042,3494.64992082267,-2.20727305116724,3280.69804268523,-1.86223551989117,3444.46367780278,-2.15147655408634,3497.29130203425,-4.12362000696374,,,,,,,,,,,,,,,,
3539.55340141942,-0.964487396454978,3526.34649536155,-0.711276387280666,3534.27063899627,-0.818615836821951,3053.53925848992,-0.637965294703518,3201.45660633803,-1.39684769670519,3458.04792403373,-1.75020168216926,3198.81522512646,-1.84372009036657,3523.70511414998,-2.21077597026649,3309.75323601254,-1.83871592022479,3473.51887113009,-2.15648072422812,3526.34649536155,-4.14188522798125,,,,,,,,,,,,,,,,
3568.60859474673,-0.991509915220616,3555.40168868886,-0.711276387280666,3563.32583232358,-0.813361458173077,3027.52293577982,-0.661761824173869,3230.51179966534,-1.3918435265634,3489.36715839953,-1.76515461914055,3227.87041845377,-1.82320299278525,3552.76030747729,-2.21127638728067,3338.80842933985,-1.81619715458675,3502.57406445739,-2.16048406034155,3555.40168868886,-4.16215211705548,,,,,,,,,,,,,,,,
3597.66378807404,-1.01828222547917,3584.45688201617,-0.711276387280667,3592.38102565089,-0.813111249665988,3082.59445181723,-0.612444026980415,3259.56699299265,-1.38758998194288,3518.42235172683,-1.77716462748083,3256.92561178107,-1.8034365207252,3581.8155008046,-2.21127638728067,3367.86362266715,-1.79593026551253,3531.6292577847,-2.16573843899042,3584.45688201617,-4.17966671255173,,,,,,,,,,,,,,,,
3626.71898140134,-1.0453047442448,3613.51207534348,-0.711276387280667,3621.4362189782,-0.812110415637631,3111.64964514454,-0.587423176271491,3290.88622735844,-1.38440875949561,3547.47754505414,-1.78842401029985,3285.98080510838,-1.78467088269351,3610.8706941319,-2.21477930637992,3396.91881599446,-1.77591358494539,3560.68445111201,-2.1709928176393,3613.51207534348,-4.19968339311887,,,,,,,,,,,,,,,,
3655.77417472865,-1.07207705450335,3642.56726867078,-0.711276387280667,3650.4914123055,-0.808107079524203,3140.70483847185,-0.565404827647638,3317.67737964726,-1.3825858118011,3576.53273838145,-1.79801533640494,3314.47991818062,-1.76764538495076,3639.92588745921,-2.21678097443663,3423.33262811019,-1.75898280929901,3589.73964443932,-2.17699782180944,3642.56726867078,-4.21819882264347,,,,,,,,,,,,,,,,
3684.82936805596,-1.09859915625481,3671.62246199809,-0.711276387280667,3679.54660563281,-0.807606662510024,3169.76003179915,-0.544637521559231,3346.73257297457,-1.38183518627983,3605.58793170876,-1.81069256743079,3344.09119176299,-1.7506434974129,3668.98108078652,-2.21778180846499,3457.67058386065,-1.73462918127566,3618.79483776662,-2.18300282597958,3671.62246199809,-4.23771508619643,,,,,,,,,,,,,,,,
3713.88456138326,-1.12562167502045,3700.6776553254,-0.711276387280667,3708.60179896012,-0.805604994453311,3198.81522512646,-0.52537146651336,3375.78776630187,-1.38183518627983,3634.64312503606,-1.82320299278525,3373.1463850903,-1.73062584516223,3698.03627411382,-2.2220353530855,3486.72577718795,-1.71811541980777,3647.85003109393,-2.18975845567099,3700.6776553254,-4.25623051572103,,,,,,,,,,,,,,,,
3742.93975471057,-1.15139315125064,3729.7328486527,-0.711276387280667,3737.65699228742,-0.80260249236824,3227.87041845377,-0.507606662510023,3404.84295962918,-1.38183518627983,3663.69831836337,-1.83446237560427,3402.20157841761,-1.71517219041758,3727.09146744113,-2.22378681263513,3512.80941665224,-1.7031341854458,3676.90522442124,-2.19551325133404,3729.7328486527,-4.2754965707669,,,,,,,,,,,,,,,,
3771.99494803788,-1.17816546150919,3758.78804198001,-0.711276387280667,3766.71218561473,-0.802102075354061,3256.92561178107,-0.491593318056312,3433.89815295649,-1.3825858118011,3692.75351169068,-1.84647238394455,3431.25677174491,-1.70145056155211,3756.14666076844,-2.2267893147202,3544.83616384257,-1.68383685433655,3705.96041774854,-2.20226888102545,3758.78804198001,-4.29401200029151,,,,,,,,,,,,,,,,
3801.05014136518,-1.2034365207252,3787.84323530732,-0.711276387280667,3795.76737894204,-0.802102075354061,3285.98080510838,-0.47583018210969,3462.95334628379,-1.38408706284364,3721.80870501798,-1.85873260079193,3460.31196507222,-1.68984185850669,3785.20185409574,-2.23029223381945,3573.89135716987,-1.66882434391119,3735.01561107585,-2.2082738851956,3787.84323530732,-4.31490441063346,,,,,,,,,,,,,,,,
3830.10533469249,-1.22995862247666,3816.89842863462,-0.711276387280667,3824.82257226934,-0.802102075354061,3315.03599843569,-0.462819339741049,3492.0085396111,-1.38583852239326,3750.86389834529,-1.87149323465348,3486.72577718795,-1.67794305394733,3814.25704742305,-2.23329473590452,3602.94655049718,-1.65306120796457,3764.07080440316,-2.21327805533738,3816.89842863462,-4.33112626217641,,,,,,,,,,,,,,,,
3859.1605280198,-1.25573009870686,3845.95362196193,-0.711276387280667,3853.87776559665,-0.799599990283169,3344.09119176299,-0.449057871851141,3521.06373293841,-1.38859081597124,3779.9190916726,-1.88300282597958,3521.06373293841,-1.66231892272687,3843.31224075036,-2.23779848903213,3632.00174382449,-1.63904953156757,3793.12599773046,-2.22360705118343,3845.95362196193,-4.3500587058795,,,,,,,,,,,,,,,,
3888.2157213471,-1.2802505324016,3875.00881528924,-0.711276387280667,3882.93295892396,-0.796597488198098,3373.1463850903,-0.436797655003769,3550.11892626571,-1.39159331805631,3808.9742849999,-1.89551325133404,3550.11892626571,-1.65055912289368,3872.36743407766,-2.24030057410302,3661.0569371518,-1.62403702114222,3822.18119105777,-2.23152384268444,3875.00881528924,-4.36932476092537,,,,,,,,,,,,,,,,
3917.27091467441,-1.30602200863179,3904.06400861654,-0.711276387280667,3911.98815225126,-0.796597488198098,3402.20157841761,-0.426288897706021,3579.17411959302,-1.39534644566265,3838.02947832721,-1.90902451071686,3579.17411959302,-1.63854911455339,3901.42262740497,-2.24380349320227,3690.1121304791,-1.60836376592144,3847.35124600106,-2.23453282265966,3904.06400861654,-4.38658914791453,,,,,,,,,,,,,,,,
3946.32610800172,-1.33079265083363,3933.11920194385,-0.711276387280667,3941.04334557857,-0.796597488198098,3431.25677174491,-0.41653076592954,3608.22931292033,-1.3988493647619,3867.08467165452,-1.92053410204297,3608.22931292033,-1.62804035725565,3930.47782073228,-2.2478068293157,3719.16732380641,-1.59152934889107,3909.01659838824,-2.24451100026722,3933.11920194385,-4.4058552029604,,,,,,,,,,,,,,,,
3975.38130132902,-1.35531308452837,3962.17439527116,-0.711276387280667,3970.09853890588,-0.795346445662652,3460.31196507222,-0.40677263415306,3637.28450624764,-1.40435395191786,3896.13986498182,-1.93254411038325,3637.28450624764,-1.6175315999579,3954.25025163644,-2.25059486696612,3748.22251713372,-1.58077038308623,3941.04334557857,-2.25315108869042,3962.17439527116,-4.42261917293538,,,,,,,,,,,,,,,,
4004.43649465633,-1.38108456075857,3991.22958859846,-0.711276387280667,3999.15373223318,-0.794095403127206,3489.36715839953,-0.398515753419115,3666.33969957494,-1.40935812205965,3925.19505830913,-1.94630557827316,3666.33969957494,-1.60677263415306,3988.58820738689,-2.25281099945748,3818.21911924041,-1.5522624031353,3970.09853890588,-2.26498781346916,3991.22958859846,-4.44263585350252,,,,,,,,,,,,,,,,
4033.49168798364,-1.40410374341078,4020.28478192577,-0.711276387280667,4028.20892556049,-0.793094569098849,3518.42235172683,-0.390008664178081,3695.39489290225,-1.41411208369434,3954.25025163644,-1.95831558661344,3695.39489290225,-1.59701450237658,4017.6434007142,-2.25681433557091,3851.50052250623,-1.54180368753897,3999.15373223318,-2.27357830554589,4020.28478192577,-4.4593998234775,,,,,,,,,,,,,,,,
4062.54688131095,-1.42862417710552,4049.33997525308,-0.711276387280668,4057.2641188878,-0.791092901042135,3547.47754505414,-0.382502408965404,3724.45008622956,-1.4198668793574,3983.30544496374,-1.96982517793955,3724.45008622956,-1.58700616209301,4046.69859404151,-2.26056746317725,3880.29157771238,-1.53478303116675,4028.20892556049,-2.273197405605,4049.33997525308,-4.47766504449501,,,,,,,,,,,,,,,,
4091.60207463825,-1.45467922297708,4078.39516858039,-0.714779306379917,4086.31931221511,-0.791092901042135,3576.53273838145,-0.376247196288173,3753.50527955686,-1.42487104949918,4012.36063829105,-1.98358664582946,3753.50527955686,-1.5779986558378,4075.75378736881,-2.26482100779776,3909.34677103969,-1.51894944816474,4057.2641188878,-2.28308622881528,4078.39516858039,-4.49492943148417,,,,,,,,,,,,,,,,
4120.65726796556,-1.47256079095039,4107.45036190769,-0.716780974436631,4115.37450554241,-0.791092901042136,3605.58793170876,-0.369241358089674,3782.56047288417,-1.43062584516223,4041.41583161836,-1.99584686267683,3782.56047288417,-1.5687409410755,4104.80898069612,-2.26882434391119,3938.401964367,-1.50994194190952,4086.31931221511,-2.2895916499996,4107.45036190769,-4.51169340145915,,,,,,,,,,,,,,,,
4149.71246129287,-1.50293610371103,4136.505555235,-0.716780974436631,4144.42969886972,-0.791092901042136,3634.64312503606,-0.363736770933711,3811.61566621148,-1.43537980679693,4070.47102494567,-2.00685603698876,3811.61566621148,-1.55923301780611,4133.86417402343,-2.27207705450335,3967.4571576943,-1.5010753297651,4115.37450554241,-2.29609707118392,4136.505555235,-4.52995862247666,,,,,,,,,,,,,,,,
4178.76765462017,-1.52020049070018,4165.56074856231,-0.716780974436631,4173.48489219703,-0.791092901042136,3663.69831836337,-0.358732600791926,3840.67085953878,-1.44138481096707,4099.52621827297,-2.01961667085031,3840.67085953878,-1.55122634557925,4162.91936735073,-2.27708122464514,3996.51235102161,-1.48909495777226,4144.42969886972,-2.3036033263966,4165.56074856231,-4.54597196693038,,,,,,,,,,,,,,,,
4198.57801370697,-1.53008372673021,4190.65387007225,-0.708524093702686,4195.9366324954,-0.803019506546723,3692.75351169068,-0.352977805128874,3869.72605286609,-1.44738981513721,4128.58141160028,-2.03262751321895,3869.72605286609,-1.5429694648453,4190.65387007225,-2.27925803865681,4025.56754434892,-1.4792561762634,4173.48489219703,-2.30860749653838,4191.97456067804,-4.56234672367211,,,,,,,,,,,,,,,,
,,,,,,3721.80870501798,-0.348724260508357,3898.7812461934,-1.45514627885698,4157.63660492759,-2.04288606200961,3898.7812461934,-1.53446237560427,,,4054.62273767623,-1.46962501113388,4196.92715044974,-2.31311124966599,,,,,,,,,,,,,,,,,,
,,,,,,3750.86389834529,-0.344470715887839,3927.8364395207,-1.46115128302712,4187.57225865875,-2.06051440970676,3927.8364395207,-1.52770674591286,,,4084.69384685414,-1.45908558351776,,,,,,,,,,,,,,,,,,,,
,,,,,,3779.9190916726,-0.341718422309858,3956.89163284801,-1.46740649570435,4202.54008552433,-2.06540482764764,3956.89163284801,-1.51970007368601,,,4112.73312433084,-1.44982107720373,,,,,,,,,,,,,,,,,,,,
,,,,,,3808.9742849999,-0.337464877689341,3985.94682617532,-1.47416212539576,,,3985.94682617532,-1.51319465250168,,,4141.78831765815,-1.43944241560524,,,,,,,,,,,,,,,,,,,,
,,,,,,3838.02947832721,-0.33446237560427,4015.00201950263,-1.48166838060844,,,4015.00201950263,-1.50668923131736,,,4170.84351098545,-1.43437897276857,,,,,,,,,,,,,,,,,,,,
,,,,,,3867.08467165452,-0.331459873519199,4046.38784331073,-1.49020381538204,,,4044.05721282993,-1.49843235058342,,,4194.61594188961,-1.42844545674332,,,,,,,,,,,,,,,,,,,,
,,,,,,3896.13986498182,-0.327206328898682,4072.90922298712,-1.49143602990045,,,4073.11240615724,-1.49317797193455,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3925.19505830913,-0.325955286363236,4102.66285846172,-1.49843524671604,,,4102.16759948455,-1.48742317627149,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3954.25025163644,-0.322702575771076,4133.36125732025,-1.50546050761982,,,4133.48683385034,-1.4795594803344,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3983.30544496374,-0.320450699207273,4160.27798613916,-1.51019215041661,,,4160.27798613916,-1.47391191688867,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4012.36063829105,-0.319449865178916,4189.33317946647,-1.52545486934906,,,4190.95864482744,-1.46545313153045,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4041.41583161836,-0.315696737572577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4070.47102494567,-0.31494611205131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4099.52621827297,-0.313444861008774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4128.58141160028,-0.309441524895347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4157.63660492759,-0.309441524895347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4187.57225865875,-0.306893104915734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4203.42054592819,-0.309441524895347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
